chr	pos	rate	cM
Chr09	4451046	0.445624855	7.51
Chr09	4787652	0.907501063	7.66
Chr09	5845502	0.339692375	8.62
Chr09	5992694	0.734384776	8.67
Chr09	6333115	2.687934358	8.92
Chr09	6615860	1.891900534	9.68
Chr09	6991144	0.483308926	10.39
Chr09	7404958	1.004168975	10.59
Chr09	8002467	1.862837443	11.19
Chr09	8383606	0.601420555	11.9
Chr09	8549879	0.364094461	12
Chr09	8824533	0.703586729	12.1
Chr09	9336197	0	12.46
Chr09	9579906	0.944041024	12.46
Chr09	9844725	0.811048097	12.71
Chr09	10337914	1.68193867	13.11
Chr09	10486552	0	13.36
Chr09	10647971	0.945952604	13.36
Chr09	11662821	0	14.32
Chr09	11878785	0.974070713	14.32
Chr09	12299699	0.27302093	14.73
Chr09	13581652	0.463041721	15.08
Chr09	14575083	0.227140573	15.54
Chr09	14795211	0.095963948	15.59
Chr09	15837269	0.708345729	15.69
Chr09	16331378	0.507865998	16.04
Chr09	16922085	0	16.34
Chr09	17137177	0	16.34
Chr09	18084107	0	16.34
Chr09	18286808	0.191211901	16.34
Chr09	18548298	0.119719473	16.39
Chr09	18965941	0.057045521	16.44
Chr09	19842434	0	16.49
Chr09	20198799	0	16.49
Chr09	20199766	0	16.49
Chr09	20353675	0	16.49
Chr09	20480212	0	16.49
Chr09	20660044	0.145989131	16.49
Chr09	21756016	0	16.65
Chr09	22923125	0	16.65
Chr09	23140259	0.134276491	16.65
Chr09	23512625	0.253057568	16.7
Chr09	23907792	0	16.8
Chr09	24076034	0	16.8
Chr09	24289016	0	16.8
Chr09	24379129	0.916143549	16.8
Chr09	25197778	0	17.55
Chr09	25802261	1.690361751	17.55
Chr09	26524000	0.484718323	18.77
Chr09	27060394	1.827714496	19.03
Chr09	27722423	2.194112465	20.24
Chr09	28023228	1.455824463	20.9
Chr09	28366676	2.505407505	21.4
Chr09	28486417	1.370242103	21.7
Chr09	28858614	1.312019977	22.21
Chr09	29552201	0	23.12
Chr09	29633858	2.212096454	23.12
Chr09	30253180	2.997695747	24.49
Chr09	31083818	4.032969807	26.98
Chr09	31978940	4.21718192	30.59
Chr09	32318029	1.951911409	32.02
Chr09	32625420	5.201817764	32.62
Chr09	32938772	2.172949388	34.25
Chr09	33168874	3.686040764	34.75
Chr09	34218781	3.234152652	38.62
Chr09	34549625	14.30247155	39.69
Chr09	34646811	5.506156735	41.08
Chr09	35257037	8.893062307	44.44
Chr09	36162237	12.65102733	52.49
Chr09	36381982	0	55.27
Chr10	97140	0	0
Chr10	117702	3.559103512	0
Chr10	1792281	3.94121028	5.96
Chr10	2035861	2.853959822	6.92
Chr10	4688316	1.904955903	14.49
Chr10	5218512	1.576839383	15.5
Chr10	5281930	3.771648754	15.6
Chr10	5576231	1.823506373	16.71
Chr10	7320124	1.890165373	19.89
Chr10	8256550	1.442534574	21.66
Chr10	8741807	0	22.36
Chr10	8984866	1.901561463	22.36
Chr10	9305655	1.451584351	22.97
Chr10	9588105	1.301774383	23.38
Chr10	10671242	1.689817162	24.79
Chr10	10730420	0	24.89
Chr10	10809259	1.184264357	24.89
Chr10	11923875	0.787209095	26.21
Chr10	13130670	0.439479305	27.16
Chr10	13471983	0.372467223	27.31
Chr10	14035791	0	27.52
Chr10	15045253	0	27.52
Chr10	16267574	0	27.52
Chr10	17065438	0	27.52
Chr10	18879558	0	27.52
Chr10	19395677	0.186885846	27.52
Chr10	19930763	1.382146127	27.62
Chr10	20220168	0.612323552	28.02
Chr10	21053061	0.520261588	28.53
Chr10	21245272	1.020455021	28.63
Chr10	21441263	1.883868902	28.83
Chr10	21653592	1.554211575	29.23
Chr10	21949562	0.589268247	29.69
Chr10	22373817	2.133336143	29.94
Chr10	22753504	4.860031104	30.75
Chr10	22784368	3.1326358	30.9
Chr10	22912056	0.31004291	31.3
Chr10	23073324	1.118720838	31.35
Chr10	23439814	2.719780967	31.76
Chr10	23550117	0	32.06
Chr10	23746882	2.469644607	32.06
Chr10	24382601	2.307401616	33.63
Chr10	25782444	2.55570662	36.86
Chr10	26553268	3.138790769	38.83
Chr10	27407100	4.069038012	41.51
Chr10	27643028	4.103090927	42.47
Chr10	28620340	4.877993443	46.48
Chr10	28972944	3.808941281	48.2
Chr10	30771344	3.547799406	55.05
Chr10	31084214	0	56.16
Chr10	31166023	0	56.16
Chr10	31223727	0	56.16
Chr11	69272	2.489739097	0
Chr11	1013146	5.378189999	2.35
Chr11	1429643	1.517869807	4.59
Chr11	1831522	2.770036271	5.2
Chr11	2600465	0.448527037	7.33
Chr11	2934893	3.771450123	7.48
Chr11	3014438	3.801528107	7.78
Chr11	3201205	0.60610836	8.49
Chr11	3531179	0.155422376	8.69
Chr11	3852883	0	8.74
Chr11	4339314	0	8.74
Chr11	4401586	1.218494307	8.74
Chr11	4565723	1.829261075	8.94
Chr11	5495060	3.875893878	10.64
Chr11	5546661	4.218683216	10.84
Chr11	5726812	0.983352262	11.6
Chr11	6448832	1.313042451	12.31
Chr11	6601150	1.269022113	12.51
Chr11	7073955	0.528745235	13.11
Chr11	7263082	3.129025965	13.21
Chr11	7780815	3.313650611	14.83
Chr11	7964902	1.498520904	15.44
Chr11	8505435	0	16.25
Chr11	8556286	0.977665378	16.25
Chr11	9947355	1.446077631	17.61
Chr11	10161728	0.357751461	17.92
Chr11	11000299	1.019520418	18.22
Chr11	11294555	0	18.52
Chr11	11322573	0.72345813	18.52
Chr11	11820183	1.464464763	18.88
Chr11	12025036	2.046470625	19.18
Chr11	12469704	2.539458212	20.09
Chr11	12831986	0.872793288	21.01
Chr11	13003848	0.073435458	21.16
Chr11	13684718	0.642359773	21.21
Chr11	13996070	0.339648532	21.41
Chr11	14437703	0.105825705	21.56
Chr11	14910178	0.567553971	21.61
Chr11	16073063	0	22.27
Chr11	16264760	0.255943258	22.27
Chr11	17241539	0	22.52
Chr11	17746746	0	22.52
Chr11	17894983	0.458379587	22.52
Chr11	20098397	0	23.53
Chr11	20238961	0	23.53
Chr11	20545219	0	23.53
Chr11	20587329	0	23.53
Chr11	20914099	0	23.53
Chr11	21433003	0.199821614	23.53
Chr11	22533985	1.111998553	23.75
Chr11	23667080	0	25.01
Chr11	23768204	0.501831686	25.01
Chr11	23867839	0.751818538	25.06
Chr11	24679205	0.309820057	25.67
Chr11	25001973	0	25.77
Chr11	25247153	0.78739193	25.77
Chr11	25818660	0	26.22
Chr11	25884220	2.154098846	26.22
Chr11	25958497	0	26.38
Chr11	25969723	0	26.38
Chr11	26537318	0.111458863	26.38
Chr11	26985914	0.603500302	26.43
Chr11	27234464	0.249118742	26.58
Chr11	28840124	1.529876194	26.98
Chr11	29539527	0	28.05
Chr11	29675107	1.85945803	28.05
Chr11	29917113	2.162959496	28.5
Chr11	30199134	2.511994775	29.11
Chr11	30398179	3.044901421	29.61
Chr11	30582093	0.67077179	30.17
Chr11	30656634	2.026956205	30.22
Chr11	31954146	2.939544835	32.85
Chr11	32406597	3.287347488	34.18
Chr11	32856808	2.837160334	35.66
Chr11	35331113	11.77069415	42.68
Chr11	35456849	4.394678776	44.16
Chr11	36002964	3.828014945	46.56
Chr11	36133580	3.650382096	47.06
Chr11	36426700	2.270353721	48.13
Chr11	36514792	1.335226388	48.33
Chr11	36739473	4.734835526	48.63
Chr11	37104850	6.667241429	50.36
Chr11	37800790	5.698611369	55
Chr11	38139469	5.949812711	56.93
Chr11	38867223	0	61.26
